país,año,población
Late-demographic dividend,1999,2027628907.0
Late-demographic dividend,1998,2010169495.5
Late-demographic dividend,1997,1991505991.5
Late-demographic dividend,1996,1972254663.5
Late-demographic dividend,1995,1952702058.0
Late-demographic dividend,1994,1932650914.5
Late-demographic dividend,1993,1912010271.0
Late-demographic dividend,1992,1890820459.5
Late-demographic dividend,1991,1868272190.0
Late-demographic dividend,1990,1844718134.0
Late-demographic dividend,1989,1819952808.0
Late-demographic dividend,1988,1793220326.0
Late-demographic dividend,1987,1765799733.0
Late-demographic dividend,1986,1738504785.0
Late-demographic dividend,1985,1712585483.0
Late-demographic dividend,1984,1688121991.0
Late-demographic dividend,1983,1664394629.0
Late-demographic dividend,1982,1639793804.0
Late-demographic dividend,1981,1615106897.0
Late-demographic dividend,1980,1592439385.0
Late-demographic dividend,1979,1570272872.0
Late-demographic dividend,1978,1547677040.0
Late-demographic dividend,1977,1524947137.0
Late-demographic dividend,1976,1502269051.0
Late-demographic dividend,1975,1478265786.0
Late-demographic dividend,1974,1452919554.0
Late-demographic dividend,1973,1425381475.0
Late-demographic dividend,1972,1396407513.0
Late-demographic dividend,1971,1366487769.0
Late-demographic dividend,1970,1334963829.0
Late-demographic dividend,1969,1304068257.0
Late-demographic dividend,1968,1273820149.0
Late-demographic dividend,1967,1245130293.0
Late-demographic dividend,1966,1217220438.0
Late-demographic dividend,1965,1188451832.0
Late-demographic dividend,1964,1162405292.0
Late-demographic dividend,1963,1137056579.0
Late-demographic dividend,1962,1111293141.0
Late-demographic dividend,1961,1096959453.0
Late-demographic dividend,1960,1094880069.0
Latin America & Caribbean,2023,657611624.0
Latin America & Caribbean,2022,653104771.0
Latin America & Caribbean,2021,649234475.0
Latin America & Caribbean,2020,645497618.0
Latin America & Caribbean,2019,640853375.0
Latin America & Caribbean,2018,635680745.0
Latin America & Caribbean,2017,630329435.0
Latin America & Caribbean,2016,624664026.0
Latin America & Caribbean,2015,618806527.0
Latin America & Caribbean,2014,612799258.0
Latin America & Caribbean,2013,606644957.0
Latin America & Caribbean,2012,600393759.0
Latin America & Caribbean,2011,594072097.0
Latin America & Caribbean,2010,587749565.0
Latin America & Caribbean,2009,581388129.0
Latin America & Caribbean,2008,574908733.0
Latin America & Caribbean,2007,568345245.0
Latin America & Caribbean,2006,561751999.0
Latin America & Caribbean,2005,555120780.0
Latin America & Caribbean,2004,548455563.0
Latin America & Caribbean,2003,541643365.0
Latin America & Caribbean,2002,534691591.0
Latin America & Caribbean,2001,527572583.0
Latin America & Caribbean,2000,520272118.0
Latin America & Caribbean,1999,512730984.0
Latin America & Caribbean,1998,504952583.0
Latin America & Caribbean,1997,497097004.0
Latin America & Caribbean,1996,489235073.0
Latin America & Caribbean,1995,481309028.0
Latin America & Caribbean,1994,473328616.0
Latin America & Caribbean,1993,465325731.0
Latin America & Caribbean,1992,457245250.0
Latin America & Caribbean,1991,449128999.0
Latin America & Caribbean,1990,440958144.0
Latin America & Caribbean,1989,432726590.0
Latin America & Caribbean,1988,424525590.0
Latin America & Caribbean,1987,416332693.0
Latin America & Caribbean,1986,408172564.0
Latin America & Caribbean,1985,400012327.0
Latin America & Caribbean,1984,391832861.0
Latin America & Caribbean,1983,383657148.0
Latin America & Caribbean,1982,375568417.0
Latin America & Caribbean,1981,367619244.0
Latin America & Caribbean,1980,359713036.0
Latin America & Caribbean,1979,351820083.0
Latin America & Caribbean,1978,344000129.0
Latin America & Caribbean,1977,336262441.0
Latin America & Caribbean,1976,328673285.0
Latin America & Caribbean,1975,321203546.0
Latin America & Caribbean,1974,313798324.0
Latin America & Caribbean,1973,306451409.0
Latin America & Caribbean,1972,299187510.0
Latin America & Caribbean,1971,292033454.0
Latin America & Caribbean,1970,284995920.0
Latin America & Caribbean,1969,278039112.0
Latin America & Caribbean,1968,271127278.0
Latin America & Caribbean,1967,264279682.0
Latin America & Caribbean,1966,257488362.0
Latin America & Caribbean,1965,250750949.0
Latin America & Caribbean,1964,244080552.0
Latin America & Caribbean,1963,237499676.0
Latin America & Caribbean,1962,231038261.0
Latin America & Caribbean,1961,224737321.0
Latin America & Caribbean,1960,218624695.0
Latin America & Caribbean (excluding high income),2023,594995068.0
Latin America & Caribbean (excluding high income),2022,590730587.0
Latin America & Caribbean (excluding high income),2021,586944219.0
Latin America & Caribbean (excluding high income),2020,583125825.0
Latin America & Caribbean (excluding high income),2019,578311232.0
Latin America & Caribbean (excluding high income),2018,572668977.0
Latin America & Caribbean (excluding high income),2017,566870356.0
Latin America & Caribbean (excluding high income),2016,561307280.0
Latin America & Caribbean (excluding high income),2015,555893183.0
Latin America & Caribbean (excluding high income),2014,550428711.0
Latin America & Caribbean (excluding high income),2013,544834859.0
Latin America & Caribbean (excluding high income),2012,539167194.0
Latin America & Caribbean (excluding high income),2011,533432539.0
Latin America & Caribbean (excluding high income),2010,527703442.0
Latin America & Caribbean (excluding high income),2009,521959738.0
Latin America & Caribbean (excluding high income),2008,516099421.0
Latin America & Caribbean (excluding high income),2007,510173588.0
Latin America & Caribbean (excluding high income),2006,504231967.0
Latin America & Caribbean (excluding high income),2005,498267811.0
Latin America & Caribbean (excluding high income),2004,492232564.0
Latin America & Caribbean (excluding high income),2003,486116511.0
Latin America & Caribbean (excluding high income),2002,479874713.0
Latin America & Caribbean (excluding high income),2001,473472090.0
Latin America & Caribbean (excluding high income),2000,466891427.0
Latin America & Caribbean (excluding high income),1999,460085651.0
Latin America & Caribbean (excluding high income),1998,453065995.0
Latin America & Caribbean (excluding high income),1997,445984435.0
Latin America & Caribbean (excluding high income),1996,438918555.0
Latin America & Caribbean (excluding high income),1995,431803515.0
Latin America & Caribbean (excluding high income),1994,424630669.0
Latin America & Caribbean (excluding high income),1993,417442885.0
Latin America & Caribbean (excluding high income),1992,410183152.0
Latin America & Caribbean (excluding high income),1991,402885264.0
Latin America & Caribbean (excluding high income),1990,395535053.0
Latin America & Caribbean (excluding high income),1989,388124814.0
Latin America & Caribbean (excluding high income),1988,380734762.0
Latin America & Caribbean (excluding high income),1987,373345003.0
Latin America & Caribbean (excluding high income),1986,365976333.0
Latin America & Caribbean (excluding high income),1985,358591686.0
Latin America & Caribbean (excluding high income),1984,351171705.0
Latin America & Caribbean (excluding high income),1983,343743382.0
Latin America & Caribbean (excluding high income),1982,336390934.0
Latin America & Caribbean (excluding high income),1981,329167045.0
Latin America & Caribbean (excluding high income),1980,321979200.0
Latin America & Caribbean (excluding high income),1979,314804069.0
Latin America & Caribbean (excluding high income),1978,307693167.0
Latin America & Caribbean (excluding high income),1977,300662261.0
Latin America & Caribbean (excluding high income),1976,293772043.0
Latin America & Caribbean (excluding high income),1975,287001121.0
Latin America & Caribbean (excluding high income),1974,280291439.0
Latin America & Caribbean (excluding high income),1973,273637837.0
Latin America & Caribbean (excluding high income),1972,267060351.0
Latin America & Caribbean (excluding high income),1971,260576635.0
Latin America & Caribbean (excluding high income),1970,254197487.0
Latin America & Caribbean (excluding high income),1969,247882537.0
Latin America & Caribbean (excluding high income),1968,241604179.0
Latin America & Caribbean (excluding high income),1967,235386277.0
Latin America & Caribbean (excluding high income),1966,229223426.0
Latin America & Caribbean (excluding high income),1965,223121676.0
Latin America & Caribbean (excluding high income),1964,217092138.0
Latin America & Caribbean (excluding high income),1963,211156877.0
Latin America & Caribbean (excluding high income),1962,205344230.0
Latin America & Caribbean (excluding high income),1961,199676421.0
Latin America & Caribbean (excluding high income),1960,194183394.0
Latin America & the Caribbean (IDA & IBRD countries),2023,642397939.0
Latin America & the Caribbean (IDA & IBRD countries),2022,637837815.0
Latin America & the Caribbean (IDA & IBRD countries),2021,633862610.0
Latin America & the Caribbean (IDA & IBRD countries),2020,630051021.0
Latin America & the Caribbean (IDA & IBRD countries),2019,625467307.0
Latin America & the Caribbean (IDA & IBRD countries),2018,620274430.0
Latin America & the Caribbean (IDA & IBRD countries),2017,614776664.0
Latin America & the Caribbean (IDA & IBRD countries),2016,609017063.0
Latin America & the Caribbean (IDA & IBRD countries),2015,603091701.0
Latin America & the Caribbean (IDA & IBRD countries),2014,597023419.0
Latin America & the Caribbean (IDA & IBRD countries),2013,590809938.0
Latin America & the Caribbean (IDA & IBRD countries),2012,584524334.0
Latin America & the Caribbean (IDA & IBRD countries),2011,578171855.0
Latin America & the Caribbean (IDA & IBRD countries),2010,571822092.0
Latin America & the Caribbean (IDA & IBRD countries),2009,565454932.0
Latin America & the Caribbean (IDA & IBRD countries),2008,558968822.0
Latin America & the Caribbean (IDA & IBRD countries),2007,552399650.0
Latin America & the Caribbean (IDA & IBRD countries),2006,545805913.0
Latin America & the Caribbean (IDA & IBRD countries),2005,539188798.0
Latin America & the Caribbean (IDA & IBRD countries),2004,532556401.0
Latin America & the Caribbean (IDA & IBRD countries),2003,525787222.0
Latin America & the Caribbean (IDA & IBRD countries),2002,518881965.0
Latin America & the Caribbean (IDA & IBRD countries),2001,511809816.0
Latin America & the Caribbean (IDA & IBRD countries),2000,504556065.0
Latin America & the Caribbean (IDA & IBRD countries),1999,497065139.0
Latin America & the Caribbean (IDA & IBRD countries),1998,489346270.0
Latin America & the Caribbean (IDA & IBRD countries),1997,481555614.0
Latin America & the Caribbean (IDA & IBRD countries),1996,473775482.0
Latin America & the Caribbean (IDA & IBRD countries),1995,465939463.0
Latin America & the Caribbean (IDA & IBRD countries),1994,458042874.0
Latin America & the Caribbean (IDA & IBRD countries),1993,450131381.0
Latin America & the Caribbean (IDA & IBRD countries),1992,442150885.0
Latin America & the Caribbean (IDA & IBRD countries),1991,434138780.0
Latin America & the Caribbean (IDA & IBRD countries),1990,426091608.0
Latin America & the Caribbean (IDA & IBRD countries),1989,418004229.0
Latin America & the Caribbean (IDA & IBRD countries),1988,409945610.0
Latin America & the Caribbean (IDA & IBRD countries),1987,401890697.0
Latin America & the Caribbean (IDA & IBRD countries),1986,393862440.0
Latin America & the Caribbean (IDA & IBRD countries),1985,385830246.0
Latin America & the Caribbean (IDA & IBRD countries),1984,377777260.0
Latin America & the Caribbean (IDA & IBRD countries),1983,369728268.0
Latin America & the Caribbean (IDA & IBRD countries),1982,361763155.0
Latin America & the Caribbean (IDA & IBRD countries),1981,353922621.0
Latin America & the Caribbean (IDA & IBRD countries),1980,346105657.0
Latin America & the Caribbean (IDA & IBRD countries),1979,338302777.0
Latin America & the Caribbean (IDA & IBRD countries),1978,330579364.0
Latin America & the Caribbean (IDA & IBRD countries),1977,322954210.0
Latin America & the Caribbean (IDA & IBRD countries),1976,315490913.0
Latin America & the Caribbean (IDA & IBRD countries),1975,308171037.0
Latin America & the Caribbean (IDA & IBRD countries),1974,300937685.0
Latin America & the Caribbean (IDA & IBRD countries),1973,293783764.0
Latin America & the Caribbean (IDA & IBRD countries),1972,286726529.0
Latin America & the Caribbean (IDA & IBRD countries),1971,279784152.0
Latin America & the Caribbean (IDA & IBRD countries),1970,272962813.0
Latin America & the Caribbean (IDA & IBRD countries),1969,266211242.0
Latin America & the Caribbean (IDA & IBRD countries),1968,259494716.0
Latin America & the Caribbean (IDA & IBRD countries),1967,252838271.0
Latin America & the Caribbean (IDA & IBRD countries),1966,246239963.0
Latin America & the Caribbean (IDA & IBRD countries),1965,239708690.0
Latin America & the Caribbean (IDA & IBRD countries),1964,233255631.0
Latin America & the Caribbean (IDA & IBRD countries),1963,226899749.0
Latin America & the Caribbean (IDA & IBRD countries),1962,220668336.0
Latin America & the Caribbean (IDA & IBRD countries),1961,214582669.0
Latin America & the Caribbean (IDA & IBRD countries),1960,208671107.0
Least developed countries: UN classification,2023,1160824674.0
Least developed countries: UN classification,2022,1134585604.0
Least developed countries: UN classification,2021,1109175268.0
Least developed countries: UN classification,2020,1083636132.0
Least developed countries: UN classification,2019,1058013514.0
Least developed countries: UN classification,2018,1033110314.0
Least developed countries: UN classification,2017,1008993468.0
Least developed countries: UN classification,2016,985414939.0
Least developed countries: UN classification,2015,962508256.0
Least developed countries: UN classification,2014,940284138.0
Least developed countries: UN classification,2013,918269633.0
Least developed countries: UN classification,2012,896684951.0
Least developed countries: UN classification,2011,875685078.0
Least developed countries: UN classification,2010,855348118.0
Least developed countries: UN classification,2009,835687108.0
Least developed countries: UN classification,2008,816268129.0
Least developed countries: UN classification,2007,797516000.0
Least developed countries: UN classification,2006,779230030.0
Least developed countries: UN classification,2005,760741611.0
Least developed countries: UN classification,2004,742717957.0
Least developed countries: UN classification,2003,725111768.0
Least developed countries: UN classification,2002,707266809.0
Least developed countries: UN classification,2001,689878805.0
Least developed countries: UN classification,2000,673630102.0
Least developed countries: UN classification,1999,657616923.0
Least developed countries: UN classification,1998,641401023.0
Least developed countries: UN classification,1997,625267815.0
Least developed countries: UN classification,1996,609407699.0
Least developed countries: UN classification,1995,593609643.0
Least developed countries: UN classification,1994,578028937.0
Least developed countries: UN classification,1993,562489881.0
Least developed countries: UN classification,1992,546905231.0
Least developed countries: UN classification,1991,532595517.0
Least developed countries: UN classification,1990,519693837.0
Least developed countries: UN classification,1989,506991476.0
Least developed countries: UN classification,1988,494400159.0
Least developed countries: UN classification,1987,482075790.0
Least developed countries: UN classification,1986,469843634.0
Least developed countries: UN classification,1985,457866946.0
Least developed countries: UN classification,1984,445947594.0
Least developed countries: UN classification,1983,434142125.0
Least developed countries: UN classification,1982,422560922.0
Least developed countries: UN classification,1981,412046787.0
Least developed countries: UN classification,1980,403007563.0
Least developed countries: UN classification,1979,393715341.0
Least developed countries: UN classification,1978,383667234.0
Least developed countries: UN classification,1977,374293198.0
Least developed countries: UN classification,1976,365558134.0
Least developed countries: UN classification,1975,356845675.0
Least developed countries: UN classification,1974,348044659.0
Least developed countries: UN classification,1973,339000836.0
Least developed countries: UN classification,1972,330244369.0
Least developed countries: UN classification,1971,322517398.0
Least developed countries: UN classification,1970,315102512.0
Least developed countries: UN classification,1969,307260565.0
Least developed countries: UN classification,1968,299374569.0
Least developed countries: UN classification,1967,291642814.0
Least developed countries: UN classification,1966,284221585.0
Least developed countries: UN classification,1965,277101968.0
Least developed countries: UN classification,1964,270194662.0
Least developed countries: UN classification,1963,263557766.0
Least developed countries: UN classification,1962,257173413.0
Least developed countries: UN classification,1961,250984924.0
Least developed countries: UN classification,1960,245048596.0
Low & middle income,2023,6633109634.0
Low & middle income,2022,6568731933.5
Low & middle income,2021,6505838578.0
Low & middle income,2020,6438169877.5
Low & middle income,2019,6364581440.0
Low & middle income,2018,6287535114.5
Low & middle income,2017,6208763934.5
Low & middle income,2016,6128880429.5
Low & middle income,2015,6050054834.5
Low & middle income,2014,5971198209.5
Low & middle income,2013,5890623212.0
Low & middle income,2012,5809649768.0
Low & middle income,2011,5727986725.5
Low & middle income,2010,5648351983.0
Low & middle income,2009,5569896557.0
Low & middle income,2008,5492228861.0
Low & middle income,2007,5415642173.5
Low & middle income,2006,5340182185.0
Low & middle income,2005,5264191084.5
Low & middle income,2004,5188460859.5
Low & middle income,2003,5112795945.0
Low & middle income,2002,5037637869.0
Low & middle income,2001,4962048189.5
Low & middle income,2000,4885599511.5
Low & middle income,1999,4808832485.0
Low & middle income,1998,4731323838.5
Low & middle income,1997,4652906178.5
Low & middle income,1996,4574398178.5
Low & middle income,1995,4495790686.0
Low & middle income,1994,4417713700.5
Low & middle income,1993,4339569593.0
Low & middle income,1992,4260362085.5
Low & middle income,1991,4180772857.0
Low & middle income,1990,4100351515.0
Low & middle income,1989,4016583365.0
Low & middle income,1988,3934736405.0
Low & middle income,1987,3852920614.0
Low & middle income,1986,3771794863.0
Low & middle income,1985,3692841783.0
Low & middle income,1984,3616009004.0
Low & middle income,1983,3540694674.0
Low & middle income,1982,3465282032.0
Low & middle income,1981,3391055829.0
Low & middle income,1980,3320729393.0
Low & middle income,1979,3252266119.0
Low & middle income,1978,3184920236.0
Low & middle income,1977,3119428858.0
Low & middle income,1976,3055170649.0
Low & middle income,1975,2990474924.0
Low & middle income,1974,2925058126.0
Low & middle income,1973,2858441727.0
Low & middle income,1972,2791613396.0
Low & middle income,1971,2725875950.0
Low & middle income,1970,2659238723.0
Low & middle income,1969,2593204879.0
Low & middle income,1968,2528852060.0
Low & middle income,1967,2466747602.0
Low & middle income,1966,2406483811.0
Low & middle income,1965,2346426203.0
Low & middle income,1964,2289931597.0
Low & middle income,1963,2234339068.0
Low & middle income,1962,2179211852.0
Low & middle income,1961,2136240778.0
Low & middle income,1960,2106419056.0
Low income,2023,736466395.0
Low income,2022,716865783.0
Low income,2021,698215206.0
Low income,2020,679560744.0
Low income,2019,660718366.0
Low income,2018,642186195.0
Low income,2017,624557000.0
Low income,2016,607867476.0
Low income,2015,592175402.0
Low income,2014,577586377.0
Low income,2013,563526633.0
Low income,2012,549451656.0
Low income,2011,534808724.0
Low income,2010,520054110.0
Low income,2009,505585022.0
Low income,2008,491406380.0
Low income,2007,477551564.0
Low income,2006,463744491.0
Low income,2005,450155667.0
Low income,2004,437382851.0
Low income,2003,425077105.0
Low income,2002,412670845.0
Low income,2001,400757289.0
Low income,2000,390079731.0
Low income,1999,379700531.0
Low income,1998,369081911.0
Low income,1997,358821536.0
Low income,1996,348800131.0
Low income,1995,338706481.0
Low income,1994,329120052.0
Low income,1993,319597139.0
Low income,1992,309670853.0
Low income,1991,300652921.0
Low income,1990,292948240.0
Low income,1989,285400401.0
Low income,1988,277807413.0
Low income,1987,270539133.0
Low income,1986,263482134.0
Low income,1985,256719407.0
Low income,1984,249991057.0
Low income,1983,243386810.0
Low income,1982,236940777.0
Low income,1981,231334685.0
Low income,1980,226852931.0
Low income,1979,221894970.0
Low income,1978,215869463.0
Low income,1977,210124412.0
Low income,1976,204927699.0
Low income,1975,199687439.0
Low income,1974,194562665.0
Low income,1973,189471300.0
Low income,1972,184581584.0
Low income,1971,179913361.0
Low income,1970,175246425.0
Low income,1969,170666192.0
Low income,1968,166200264.0
Low income,1967,161829477.0
Low income,1966,157659981.0
Low income,1965,153698838.0
Low income,1964,149870082.0
Low income,1963,146205482.0
Low income,1962,142712633.0
Low income,1961,139355324.0
Low income,1960,136125731.0
Lower middle income,2023,3079778780.0
Lower middle income,2022,3041203716.5
Lower middle income,2021,3004162907.0
Lower middle income,2020,2966396716.5
Lower middle income,2019,2926690682.0
Lower middle income,2018,2886705487.5
Lower middle income,2017,2846133568.5
Lower middle income,2016,2804867051.5
Lower middle income,2015,2763351401.5
Lower middle income,2014,2721462078.5
Lower middle income,2013,2678274094.0
Lower middle income,2012,2635615131.0
Lower middle income,2011,2592374919.5
Lower middle income,2010,2548857608.0
Lower middle income,2009,2505415842.0
Lower middle income,2008,2462681283.0
Lower middle income,2007,2420211545.5
Lower middle income,2006,2377469865.0
Lower middle income,2005,2335616862.5
Lower middle income,2004,2293999532.5
Lower middle income,2003,2251947497.0
Lower middle income,2002,2210311164.0
Lower middle income,2001,2168260748.5
Lower middle income,2000,2125376113.5
Lower middle income,1999,2082846188.0
Lower middle income,1998,2040638444.5
Lower middle income,1997,1998350177.5
Lower middle income,1996,1956491425.5
Lower middle income,1995,1914934189.0
Lower middle income,1994,1873664365.5
Lower middle income,1993,1832730370.0
Lower middle income,1992,1791923535.5
Lower middle income,1991,1751517997.0
Lower middle income,1990,1710810036.0
Lower middle income,1989,1668386346.0
Lower middle income,1988,1628976052.0
Lower middle income,1987,1589955455.0
Lower middle income,1986,1551312164.0
Lower middle income,1985,1513111837.0
Lower middle income,1984,1475538545.0
Lower middle income,1983,1438755199.0
Lower middle income,1982,1402582461.0
Lower middle income,1981,1366990997.0
Lower middle income,1980,1331803696.0
Lower middle income,1979,1297668665.0
Lower middle income,1978,1265823736.0
Lower middle income,1977,1235241974.0
Lower middle income,1976,1205181575.0
Lower middle income,1975,1176045425.0
Lower middle income,1974,1147483141.0
Lower middle income,1973,1119787811.0
Lower middle income,1972,1093040718.0
Lower middle income,1971,1068013246.0
Lower middle income,1970,1043648387.0
Lower middle income,1969,1019093245.0
Lower middle income,1968,995352698.0
Lower middle income,1967,971938158.0
Lower middle income,1966,949086288.0
Lower middle income,1965,926814523.0
Lower middle income,1964,904528786.0
Lower middle income,1963,882371971.0
Lower middle income,1962,860740314.0
Lower middle income,1961,839649083.0
Lower middle income,1960,819047154.0
Middle East & North Africa,2023,508311359.0
Middle East & North Africa,2022,498070255.0
Middle East & North Africa,2021,488100624.0
Middle East & North Africa,2020,482334398.0
Middle East & North Africa,2019,474057593.0
Middle East & North Africa,2018,466691130.0
Middle East & North Africa,2017,459925735.0
Middle East & North Africa,2016,452184895.0
Middle East & North Africa,2015,443111159.0
Middle East & North Africa,2014,433660485.0
Middle East & North Africa,2013,424768481.0
Middle East & North Africa,2012,415046283.0
Middle East & North Africa,2011,405960097.0
Middle East & North Africa,2010,397305528.0
Middle East & North Africa,2009,390285866.0
Middle East & North Africa,2008,381817362.0
Middle East & North Africa,2007,373340745.0
Middle East & North Africa,2006,364791715.0
Middle East & North Africa,2005,356352432.0
Middle East & North Africa,2004,348239858.0
Middle East & North Africa,2003,340495691.0
Middle East & North Africa,2002,333592427.0
Middle East & North Africa,2001,326923042.0
Middle East & North Africa,2000,319840863.0
Middle East & North Africa,1999,312977347.0
Middle East & North Africa,1998,306364681.0
Middle East & North Africa,1997,299880183.0
Middle East & North Africa,1996,293539029.0
Middle East & North Africa,1995,287320771.0
Middle East & North Africa,1994,281118568.0
Middle East & North Africa,1993,275187055.0
Middle East & North Africa,1992,269021456.0
Middle East & North Africa,1991,261952362.0
Middle East & North Africa,1990,255077790.0
Middle East & North Africa,1989,246513714.0
Middle East & North Africa,1988,239480378.0
Middle East & North Africa,1987,232414914.0
Middle East & North Africa,1986,225182758.0
Middle East & North Africa,1985,218025364.0
Middle East & North Africa,1984,211011301.0
Middle East & North Africa,1983,204156168.0
Middle East & North Africa,1982,197590595.0
Middle East & North Africa,1981,190652099.0
Middle East & North Africa,1980,183887467.0
Middle East & North Africa,1979,178013394.0
Middle East & North Africa,1978,172475084.0
Middle East & North Africa,1977,167220476.0
Middle East & North Africa,1976,162141778.0
Middle East & North Africa,1975,157170677.0
Middle East & North Africa,1974,152507492.0
Middle East & North Africa,1973,148188133.0
Middle East & North Africa,1972,144011465.0
Middle East & North Africa,1971,140022784.0
Middle East & North Africa,1970,136112803.0
Middle East & North Africa,1969,132264295.0
Middle East & North Africa,1968,128530890.0
Middle East & North Africa,1967,124943855.0
Middle East & North Africa,1966,121421021.0
Middle East & North Africa,1965,118116077.0
Middle East & North Africa,1964,114934365.0
Middle East & North Africa,1963,111829018.0
Middle East & North Africa,1962,108830401.0
Middle East & North Africa,1961,105933296.0
Middle East & North Africa,1960,103189039.0
Middle East & North Africa (excluding high income),2023,440118189.0
Middle East & North Africa (excluding high income),2022,432229148.0
Middle East & North Africa (excluding high income),2021,424980589.0
Middle East & North Africa (excluding high income),2020,418461302.0
Middle East & North Africa (excluding high income),2019,411833977.0
Middle East & North Africa (excluding high income),2018,404775501.0
Middle East & North Africa (excluding high income),2017,397804712.0
Middle East & North Africa (excluding high income),2016,390998434.0
Middle East & North Africa (excluding high income),2015,384230039.0
Middle East & North Africa (excluding high income),2014,377506892.0
Middle East & North Africa (excluding high income),2013,370454605.0
Middle East & North Africa (excluding high income),2012,363339829.0
Middle East & North Africa (excluding high income),2011,356552266.0
Middle East & North Africa (excluding high income),2010,349872902.0
Middle East & North Africa (excluding high income),2009,343195616.0
Middle East & North Africa (excluding high income),2008,336700258.0
Middle East & North Africa (excluding high income),2007,330435022.0
Middle East & North Africa (excluding high income),2006,324051680.0
Middle East & North Africa (excluding high income),2005,317382998.0
Middle East & North Africa (excluding high income),2004,310771929.0
Middle East & North Africa (excluding high income),2003,304445309.0
Middle East & North Africa (excluding high income),2002,298939850.0
Middle East & North Africa (excluding high income),2001,293668448.0
Middle East & North Africa (excluding high income),2000,287971068.0
Middle East & North Africa (excluding high income),1999,282340257.0
Middle East & North Africa (excluding high income),1998,276793615.0
Middle East & North Africa (excluding high income),1997,271351021.0
Middle East & North Africa (excluding high income),1996,266048568.0
Middle East & North Africa (excluding high income),1995,260799200.0
Middle East & North Africa (excluding high income),1994,255476523.0
Middle East & North Africa (excluding high income),1993,250408196.0
Middle East & North Africa (excluding high income),1992,245170118.0
Middle East & North Africa (excluding high income),1991,239311370.0
Middle East & North Africa (excluding high income),1990,233120964.0
Middle East & North Africa (excluding high income),1989,224910078.0
Middle East & North Africa (excluding high income),1988,218765632.0
Middle East & North Africa (excluding high income),1987,212583142.0
Middle East & North Africa (excluding high income),1986,206230968.0
Middle East & North Africa (excluding high income),1985,199910202.0
Middle East & North Africa (excluding high income),1984,193686969.0
Middle East & North Africa (excluding high income),1983,187576228.0
Middle East & North Africa (excluding high income),1982,181764163.0
Middle East & North Africa (excluding high income),1981,175548888.0
Middle East & North Africa (excluding high income),1980,169488204.0
Middle East & North Africa (excluding high income),1979,164323587.0
Middle East & North Africa (excluding high income),1978,159473249.0
Middle East & North Africa (excluding high income),1977,154855804.0
Middle East & North Africa (excluding high income),1976,150378878.0
Middle East & North Africa (excluding high income),1975,145952255.0
Middle East & North Africa (excluding high income),1974,141784043.0
Middle East & North Africa (excluding high income),1973,137949196.0
Middle East & North Africa (excluding high income),1972,134260715.0
Middle East & North Africa (excluding high income),1971,130683752.0
Middle East & North Africa (excluding high income),1970,127174194.0
Middle East & North Africa (excluding high income),1969,123706020.0
Middle East & North Africa (excluding high income),1968,120310263.0
Middle East & North Africa (excluding high income),1967,117013328.0
Middle East & North Africa (excluding high income),1966,113811829.0
Middle East & North Africa (excluding high income),1965,110767062.0
Middle East & North Africa (excluding high income),1964,107860080.0
Middle East & North Africa (excluding high income),1963,105030514.0
Middle East & North Africa (excluding high income),1962,102288730.0
Middle East & North Africa (excluding high income),1961,99660885.0
Middle East & North Africa (excluding high income),1960,97138700.0
Middle East & North Africa (IDA & IBRD countries),2023,434952414.0
Middle East & North Africa (IDA & IBRD countries),2022,427185536.0
Middle East & North Africa (IDA & IBRD countries),2021,420057840.0
Middle East & North Africa (IDA & IBRD countries),2020,413658033.0
Middle East & North Africa (IDA & IBRD countries),2019,407148671.0
Middle East & North Africa (IDA & IBRD countries),2018,400206414.0
Middle East & North Africa (IDA & IBRD countries),2017,393349907.0
Middle East & North Africa (IDA & IBRD countries),2016,386631346.0
Middle East & North Africa (IDA & IBRD countries),2015,379959947.0
Middle East & North Africa (IDA & IBRD countries),2014,373333494.0
Middle East & North Africa (IDA & IBRD countries),2013,366377897.0
Middle East & North Africa (IDA & IBRD countries),2012,359359831.0
Middle East & North Africa (IDA & IBRD countries),2011,352669280.0
Middle East & North Africa (IDA & IBRD countries),2010,346086741.0
Middle East & North Africa (IDA & IBRD countries),2009,339506517.0
Middle East & North Africa (IDA & IBRD countries),2008,333108281.0
Middle East & North Africa (IDA & IBRD countries),2007,326940526.0
Middle East & North Africa (IDA & IBRD countries),2006,320645346.0
Middle East & North Africa (IDA & IBRD countries),2005,314062602.0
Middle East & North Africa (IDA & IBRD countries),2004,307535303.0
Middle East & North Africa (IDA & IBRD countries),2003,301290340.0
Middle East & North Africa (IDA & IBRD countries),2002,295864477.0
Middle East & North Africa (IDA & IBRD countries),2001,290670664.0
Middle East & North Africa (IDA & IBRD countries),2000,285048915.0
Middle East & North Africa (IDA & IBRD countries),1999,279491826.0
Middle East & North Africa (IDA & IBRD countries),1998,274017047.0
Middle East & North Africa (IDA & IBRD countries),1997,268644503.0
Middle East & North Africa (IDA & IBRD countries),1996,263460571.0
Middle East & North Africa (IDA & IBRD countries),1995,258324534.0
Middle East & North Africa (IDA & IBRD countries),1994,253110225.0
Middle East & North Africa (IDA & IBRD countries),1993,248145520.0
Middle East & North Africa (IDA & IBRD countries),1992,243006527.0
Middle East & North Africa (IDA & IBRD countries),1991,237242525.0
Middle East & North Africa (IDA & IBRD countries),1990,231142716.0
